Split,Dialogue_ID,Utterance_ID,Speaker,Utterance,Emotion,Original_Emotion
train,Ses02M_impro05,Ses02M_impro05_M014,M,see where it came from originally. I mean it seems like-,anger,frustration
train,Ses02M_impro05,Ses02M_impro05_M016,M,"Theft? Don't you know like all these people that are work - you keep like an eye on them, how can they get away with-",anger,anger
train,Ses02M_impro05,Ses02M_impro05_M017,M,This is unbelievable. I've got,anger,frustration
train,Ses02M_impro05,Ses02M_impro05_M018,M,you don't realize the stuff that I've got in that - I really need to get the suitcase okay,anger,anger
train,Ses02M_impro05,Ses02M_impro05_M019,M,"so if it's back there or something, if there is something you can do",anger,frustration
train,Ses02M_impro05,Ses02M_impro05_M020,M,"I need you to tell me because I really need to get the bag, okay?",anger,frustration
train,Ses02M_impro05,Ses02M_impro05_M021,M,You've already checked? Can you check again? [garbage],anger,frustration
train,Ses02M_impro05,Ses02M_impro05_M023,M,"Uh huh, yea, lost some of my possessions, yes, so if I lost maybe a shoe that was in the suitcase and like a carry-on",anger,frustration
train,Ses02M_impro05,Ses02M_impro05_M024,M,"that might be like fifty dollars okay, but this - I- [garbage] I had like thousands of dollars worth of stuff in that suitcase.",anger,frustration
train,Ses02M_impro05,Ses02M_impro05_M025,M,The a- what? Talking about a core they can't afford it? I mean-,anger,anger
train,Ses02M_impro05,Ses02M_impro05_M026,M,I mean you're not helping me here. What do I have to do here? Do I need to sue the airline company is that what I should do,anger,anger
train,Ses02M_impro05,Ses02M_impro05_M027,M,because this is ridiculous?,anger,frustration
train,Ses02M_impro05,Ses02M_impro05_M028,M,All right. I'm sick- I'm sick of this all right. I'm sick of you and keep your fifty dollar.,anger,frustration
train,Ses02M_impro06,Ses02M_impro06_F001,F,"Oh my God. Oh my God, I'm so sorry.",surprise,surprise
train,Ses02M_impro06,Ses02M_impro06_F002,F,"It doesn't make any easier, yes.",sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_F003,F,"Oh, man. I'm so sorry.",sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_F004,F,"It's going to be so rough, I'm sorry.",sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_F005,F,Yeah.,sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_F006,F,Totally.,sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_F007,F,Yeah,sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_F008,F,"Yes. Well, at least you have a lot of good memories.",sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_F009,F,"She really cared about you, you know.",sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_F010,F,And she was,sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_F011,F,Yeah.,sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_F012,F,Even if you still do she'll- she'll be there.,sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_F013,F,Are you going to be okay?,sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_F014,F,"It's going to be okay, I promise.",sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_F015,F,Sure,sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_F016,F,you shouldn't be alone,sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_F017,F,Yes.,sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_F018,F,Yes.,sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_M000,M,Kathy died last night.,sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_M001,M,"yeah, I mean, you know, it was a -",sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_M002,M,"I guess we saw it coming and she lasted a lot - a lot longer than, uh, they expected but you know, I mean when it actually happens it's just a lot harder.",sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_M003,M,"I mean at least she was home, she wasn't in the hospital anymore,",sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_M004,M,"She was with- yeah  She was with Gary, and he said that she was just sitting there and went to sleep, closed her eyes, and that was it.",sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_M005,M,"Yes. I mean, it's not as rough on me as it is on him but",sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_M006,M,"God, it's you know, we've spent so much time with them it's just really surreal, really weird that we're not going to be able to see her anymore and go",sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_M007,M,"out to- out to dinner you know and do the troops to California, I mean.",sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_M008,M,"It's just that- I don't know, it's sort it's sort- of a weird thing you know",sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_M009,M,"not being able to see anyone again, who knows where they really went, you know. I mean, I guess we can just hope that wherever they are now if it's anywhere that it's better I mean.",sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_M010,M,She was [garbage],sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_M011,M,"Yes, I mean she cared about all of us. She was great",sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_M012,M,so loving everybody you know.,sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_M013,M,"Gosh, I just hate I just hate to see her go.",sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_M014,M,We were all going take a trip to Europe you know.,sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_M015,M,Yes.  [BREATHING] God.,sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_M016,M,"I just -- I just don't get it, like there is just nothing you can do about it you know, it's like just out of your control and it",sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_M017,M,"just makes it that much harder to deal 'cause as much as you want to, you know, make her better, see her not in any pain, it's like, just I don't know, just has a mind of its own.",sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_M018,M,Then she's gone.,sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_M019,M,"Well, you know I appreciate you coming over and talking to me, I mean it definitely helps",sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_M020,M,to talk to somebody but,sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_M021,M,"It's just going to take a while, I think.",sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_M022,M,Ah.,sadness,sadness
train,Ses02M_impro06,Ses02M_impro06_M023,M,Thank you.,sadness,sadness
train,Ses02M_impro07,Ses02M_impro07_F000,F,"Oh, yeah? Have you gotten letters yet?",joy,excited
train,Ses02M_impro07,Ses02M_impro07_F001,F,"Um, I don't know, where?",joy,excited
train,Ses02M_impro07,Ses02M_impro07_F002,F,"Oh, U.S.C.? Oh my Gosh, that's awesome, that was your top choice, right?",surprise,surprise
train,Ses02M_impro07,Ses02M_impro07_F003,F,"Oh my Gosh, that's so cool.",joy,excited
train,Ses02M_impro07,Ses02M_impro07_F004,F,"[LAUGHTER] It's gotta be it, like-",joy,excited
train,Ses02M_impro07,Ses02M_impro07_F005,F,"Oh my Gosh, that's so cool.",joy,excited
train,Ses02M_impro07,Ses02M_impro07_F006,F,big packet is gotta be the real thing. yeah,joy,excited
train,Ses02M_impro07,Ses02M_impro07_F007,F,"Oh my Gosh. I thought there was like, maybe going to be some, like I don't know if you are going to get in or not, so I'm really glad that you did.",joy,excited
train,Ses02M_impro07,Ses02M_impro07_F008,F,That's so cool.,joy,excited
train,Ses02M_impro07,Ses02M_impro07_F009,F,"Yeah, totally.",joy,excited
train,Ses02M_impro07,Ses02M_impro07_F010,F,So you're going to be right here in Los Angeles; that is so cool.,joy,excited
train,Ses02M_impro07,Ses02M_impro07_F011,F,So can we hang out?,joy,excited
train,Ses02M_impro07,Ses02M_impro07_F012,F,Yay.,joy,excited
train,Ses02M_impro07,Ses02M_impro07_F013,F,"Oh, yay. Thank you. [LAUGHTER].",joy,excited
train,Ses02M_impro07,Ses02M_impro07_F014,F,No but that's an awesome school. That's so cool.,joy,happiness
train,Ses02M_impro07,Ses02M_impro07_F015,F,"Oh, totally totally.",joy,happiness
train,Ses02M_impro07,Ses02M_impro07_F016,F,you get to like be a part of that.,joy,happiness
train,Ses02M_impro07,Ses02M_impro07_F017,F,"Like you get to be a part of that. Like the, like the- Like a cult.",joy,happiness
train,Ses02M_impro07,Ses02M_impro07_F018,F,"[LAUGHTER] like a- like a- [LAUGHTER] No, but I mean like everywhere you go people know who you are.",joy,happiness
train,Ses02M_impro07,Ses02M_impro07_F019,F,So you know what you are going to do there?,joy,happiness
train,Ses02M_impro07,Ses02M_impro07_F020,F,"Okay. They have a lot of good schools, right?",joy,happiness
train,Ses02M_impro07,Ses02M_impro07_F021,F,"Yes, it's intimate.",joy,happiness
train,Ses02M_impro07,Ses02M_impro07_F022,F,I know. It's so cool.,joy,excited
train,Ses02M_impro07,Ses02M_impro07_F023,F,"Fair for you, Wow, oh my Gosh.",joy,excited
train,Ses02M_impro07,Ses02M_impro07_F024,F,I will do the best I can.,joy,happiness
train,Ses02M_impro07,Ses02M_impro07_F025,F,"Well, there are all kinds of awesome secrets so you'll really enjoy it. It's really great. I'm so glad.",joy,excited
train,Ses02M_impro07,Ses02M_impro07_F026,F,Yay,joy,excited
train,Ses02M_impro07,Ses02M_impro07_F027,F,"Okay. Yes, totally come visit",joy,excited
train,Ses02M_impro07,Ses02M_impro07_F028,F,"and we'll explore and you going to have such a good time, you're going to fit in so well, it's going to be awesome",joy,happiness
train,Ses02M_impro07,Ses02M_impro07_F029,F,So Congratulations. That's awesome.,joy,happiness
train,Ses02M_impro07,Ses02M_impro07_M002,M,U.S.C..,joy,excited
train,Ses02M_impro07,Ses02M_impro07_M006,M,"but big packet, big packet is nice",joy,excited
train,Ses02M_impro07,Ses02M_impro07_M007,M,"So it's like, yes, rip it open and there it is big - oh, yes.",joy,excited
train,Ses02M_impro07,Ses02M_impro07_M008,M,"Yeah. I know, I know.",joy,excited
train,Ses02M_impro07,Ses02M_impro07_M009,M,it was you know I wasn't too sure I mean you know it was kind of last minute for like the application,joy,happiness
train,Ses02M_impro07,Ses02M_impro07_M010,M,and everything like but,joy,happiness
train,Ses02M_impro07,Ses02M_impro07_M011,M,"it was good, yeah. I mean-",joy,happiness
train,Ses02M_impro07,Ses02M_impro07_M013,M,I'm looking forward to it.,joy,excited
train,Ses02M_impro07,Ses02M_impro07_M014,M,"Hey, yes, you know that's - that's what I'm coming for.",joy,excited
train,Ses02M_impro07,Ses02M_impro07_M015,M,You're half the reason I'm going. [LAUGHTER],joy,excited
train,Ses02M_impro07,Ses02M_impro07_M017,M,"You know what I mean, I bet the home games, are just like nuts you know.",joy,excited
train,Ses02M_impro07,Ses02M_impro07_M018,M,What?,joy,excited
train,Ses02M_impro07,Ses02M_impro07_M019,M,[LAUGHTER] I know. I mean part of-,joy,excited
train,Ses02M_impro07,Ses02M_impro07_M020,M,Yeah. Right. A cult. I'm looking forward to being in the cult.,joy,excited
train,Ses02M_impro07,Ses02M_impro07_M021,M,"Right I know, like you, it won't hurt, I mean national champions last year, wow, you know",joy,excited
train,Ses02M_impro07,Ses02M_impro07_M022,M,Maybe we'll do it again this year.,joy,excited
train,Ses02M_impro07,Ses02M_impro07_M023,M,"What's that? ahh Well, you know I'm I'm thinking um I'm leaning towards like communications",joy,happiness
train,Ses02M_impro07,Ses02M_impro07_M024,M,"I-I don't know. Kind of a broad,",joy,happiness
train,Ses02M_impro07,Ses02M_impro07_M025,M,"yeah, I mean a lot-a lot  of good stuff oh, yeah, I mean it's- it's just a really good school; so really, whatever I pick I can't go wrong. I mean I'm just",joy,happiness
train,Ses02M_impro07,Ses02M_impro07_M026,M,"I'm looking forward to getting there. I mean, God, the campus is cool, you know it's like all just very confined I mean just you know it's a college campus you know it's like",joy,happiness
train,Ses02M_impro07,Ses02M_impro07_M029,M,I mean you got to - you got to show me the ropes 'cause I've never been there before so I mean you know your way around already and- [LAUGHTER],joy,excited
train,Ses02M_impro07,Ses02M_impro07_M030,M,"Oh, alright.",joy,happiness
train,Ses02M_impro07,Ses02M_impro07_M031,M,"I'm-I'm looking forward to that. [BREATHING] man, So yeah, I think I'm going to come out a little early so I mean I'll give you a call and we'll definitely-",joy,excited
train,Ses02M_impro07,Ses02M_impro07_M032,M,"[LAUGHTER] Thanks, yes, thanks, yes That'll be cool.",joy,excited
train,Ses02M_impro08,Ses02M_impro08_F000,F,"Hi. Thank you so much, you're a real person, right, you're not like a recording?",joy,excited
train,Ses02M_impro08,Ses02M_impro08_F001,F,"Okay. Before I get into it, um your menu or whatever like where you choose the different thing depending on the-",joy,excited
train,Ses02M_impro08,Ses02M_impro08_F002,F,"it leads you around in circles, you can't, there is no way to like get to a real person if you don't already know how to get to there.",joy,excited
train,Ses02M_impro08,Ses02M_impro08_F003,F,"So is there any way to like bypass that because that is so, like I've been going around in circles",anger,frustration
train,Ses02M_impro08,Ses02M_impro08_F004,F,"like press nine, press zero, press back to the menu, like I can't get through to what I'm supposed to get through to.",anger,frustration
train,Ses02M_impro08,Ses02M_impro08_F005,F,"Okay. Oh, that would just make it so much better, 'cause I cannot handle it's just like oh, my God I can't sit here any longer and talk to this lady with this pleasant voice.",anger,frustration
train,Ses02M_impro08,Ses02M_impro08_F006,F,"Sorry. Okay. Um-, yes",neutral,neutral
train,Ses02M_impro08,Ses02M_impro08_F007,F,"Thank you very much. Um  So I have a charge on my credit card that, um, isn't mine.",neutral,neutral
train,Ses02M_impro08,Ses02M_impro08_F008,F,"Uh, I don't know where it came from and it's actually quite large, and I don't have the money for it so",neutral,neutral
train,Ses02M_impro08,Ses02M_impro08_F009,F,it really freaks me out when I got my bill because it was like I don't -- I didn't spend this. This is not my charge.,anger,frustration
train,Ses02M_impro08,Ses02M_impro08_F010,F,"Okay, it was um- at the [GARBAGE] sorry, it was at a department store, I think it was Macy's or something",neutral,neutral
train,Ses02M_impro08,Ses02M_impro08_F011,F,"and it was like something like eight hundred dollars. I don't remember. It was just a lot and I have thing in front of me right now, but-",anger,frustration
